call_id,call_datetime,call_date,call_hour,day_of_week,week_number,month,agent_id,agent_name,team,shift,skill_level,tenure_years,channel,queue,answered,resolved,disposition,speed_of_answer_sec,talk_time_sec,hold_time_sec,wrap_time_sec,handle_time_sec,sla_threshold_sec,sla_met,transfer_flag,repeat_call_flag,csat_score,quality_score
CC01975,2023-02-13 12:59:18,2023-02-13,12,Monday,7,2023-02,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,General,N,N,Abandoned,,,,,,,,N,Y,,
CC01976,2023-03-01 09:31:12,2023-03-01,9,Wednesday,9,2023-03,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Chat,Retention,Y,Y,Resolved,27.0,351.0,24.0,53.0,428.0,20.0,N,N,N,3.0,68.0
CC01977,2023-06-13 14:50:28,2023-06-13,14,Tuesday,24,2023-06,AGT010,James Park,Beta,Morning,Lead,7.2,Email,General,Y,N,Escalated,31.0,211.0,53.0,39.0,303.0,20.0,N,N,Y,4.0,81.2
CC01978,2023-02-21 15:52:31,2023-02-21,15,Tuesday,8,2023-02,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Technical,Y,Y,Resolved,4.0,296.0,184.0,15.0,495.0,60.0,Y,N,Y,4.0,89.1
CC01979,2023-06-21 13:54:33,2023-06-21,13,Wednesday,25,2023-06,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,General,Y,Y,Resolved,66.0,187.0,35.0,57.0,279.0,60.0,N,N,N,3.0,74.0
CC01980,2023-05-22 11:18:20,2023-05-22,11,Monday,21,2023-05,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,General,Y,Y,Resolved,14.0,229.0,44.0,53.0,326.0,60.0,Y,N,N,4.0,68.7
CC01981,2023-06-02 18:27:24,2023-06-02,18,Friday,22,2023-06,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Billing,Y,Y,Resolved,61.0,305.0,16.0,64.0,385.0,60.0,N,N,N,4.0,86.6
CC01982,2023-06-22 14:19:31,2023-06-22,14,Thursday,25,2023-06,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Social,General,Y,N,Transferred,7.0,129.0,8.0,37.0,174.0,60.0,Y,N,N,1.0,100.0
CC01983,2023-01-16 11:05:19,2023-01-16,11,Monday,3,2023-01,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Email,General,Y,Y,Resolved,98.0,145.0,10.0,48.0,203.0,20.0,N,N,N,3.0,85.5
CC01984,2023-03-03 21:20:47,2023-03-03,21,Friday,9,2023-03,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,Billing,Y,Y,Resolved,100.0,234.0,108.0,61.0,403.0,60.0,N,N,N,5.0,91.6
CC01985,2023-05-18 11:22:34,2023-05-18,11,Thursday,20,2023-05,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,General,Y,Y,Resolved,86.0,219.0,32.0,57.0,308.0,60.0,N,N,N,4.0,59.6
CC01986,2023-03-06 17:43:44,2023-03-06,17,Monday,10,2023-03,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Billing,Y,N,Callback Scheduled,168.0,211.0,28.0,55.0,294.0,60.0,N,N,N,3.0,64.9
CC01987,2023-03-21 13:04:45,2023-03-21,13,Tuesday,12,2023-03,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC01988,2023-01-05 08:59:24,2023-01-05,8,Thursday,1,2023-01,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,General,Y,Y,Resolved,3.0,279.0,6.0,35.0,320.0,60.0,Y,N,N,3.0,86.1
CC01989,2023-01-03 11:42:52,2023-01-03,11,Tuesday,1,2023-01,AGT010,James Park,Beta,Morning,Lead,7.2,Email,Technical,Y,Y,Resolved,18.0,339.0,16.0,45.0,400.0,20.0,Y,N,N,3.0,75.2
CC01990,2023-05-19 11:23:58,2023-05-19,11,Friday,20,2023-05,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Email,Billing,Y,Y,Resolved,34.0,251.0,9.0,23.0,283.0,20.0,N,N,N,2.0,70.6
CC01991,2023-03-30 12:56:59,2023-03-30,12,Thursday,13,2023-03,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Sales,Y,Y,Resolved,80.0,278.0,18.0,76.0,372.0,60.0,N,N,N,2.0,61.6
CC01992,2023-04-21 15:56:41,2023-04-21,15,Friday,16,2023-04,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Chat,Technical,Y,Y,Resolved,68.0,218.0,14.0,18.0,250.0,20.0,N,N,N,4.0,74.6
CC01993,2023-05-30 14:24:17,2023-05-30,14,Tuesday,22,2023-05,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Email,Billing,Y,Y,Resolved,159.0,261.0,5.0,46.0,312.0,20.0,N,N,N,4.0,76.6
CC01994,2023-03-31 12:40:44,2023-03-31,12,Friday,13,2023-03,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,General,Y,N,Callback Scheduled,57.0,257.0,110.0,30.0,397.0,60.0,Y,N,N,2.0,61.6
CC01995,2023-03-22 09:40:07,2023-03-22,9,Wednesday,12,2023-03,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Complaints,Y,Y,Resolved,63.0,438.0,78.0,40.0,556.0,60.0,N,N,N,2.0,81.3
CC01996,2023-03-07 20:20:10,2023-03-07,20,Tuesday,10,2023-03,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Email,Technical,Y,Y,Resolved,4.0,204.0,0.0,56.0,260.0,20.0,Y,Y,N,2.0,97.7
CC01997,2023-05-23 12:34:18,2023-05-23,12,Tuesday,21,2023-05,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Sales,Y,Y,Resolved,4.0,213.0,1.0,101.0,315.0,60.0,Y,N,N,4.0,85.0
CC01998,2023-02-13 14:52:56,2023-02-13,14,Monday,7,2023-02,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Email,Retention,Y,Y,Resolved,161.0,417.0,27.0,33.0,477.0,20.0,N,Y,N,4.0,91.6
CC01999,2023-06-28 17:08:33,2023-06-28,17,Wednesday,26,2023-06,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Social,Technical,Y,N,Escalated,11.0,348.0,11.0,17.0,376.0,60.0,Y,N,N,3.0,83.2
CC02000,2023-05-19 14:05:48,2023-05-19,14,Friday,20,2023-05,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Chat,Billing,Y,Y,Resolved,153.0,52.0,33.0,59.0,144.0,20.0,N,N,N,4.0,73.6
CC02001,2023-05-12 19:47:09,2023-05-12,19,Friday,19,2023-05,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Phone,General,Y,Y,Resolved,39.0,201.0,14.0,26.0,241.0,60.0,Y,N,N,5.0,80.4
CC02002,2023-06-29 11:49:13,2023-06-29,11,Thursday,26,2023-06,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Chat,Billing,Y,Y,Resolved,7.0,187.0,8.0,21.0,216.0,20.0,Y,N,Y,2.0,78.8
CC02003,2023-02-24 13:55:16,2023-02-24,13,Friday,8,2023-02,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Email,Technical,Y,Y,Resolved,170.0,398.0,81.0,58.0,537.0,20.0,N,N,N,3.0,92.3
CC02004,2023-01-20 14:24:09,2023-01-20,14,Friday,3,2023-01,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Email,Sales,Y,Y,Resolved,67.0,263.0,17.0,35.0,315.0,20.0,N,N,N,3.0,73.4
CC02005,2023-03-10 17:42:46,2023-03-10,17,Friday,10,2023-03,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Complaints,Y,Y,Resolved,161.0,430.0,5.0,58.0,493.0,60.0,N,N,N,4.0,76.3
CC02006,2023-03-29 12:35:10,2023-03-29,12,Wednesday,13,2023-03,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Retention,N,N,Abandoned,,,,,,,,N,Y,,
CC02007,2023-01-24 14:33:34,2023-01-24,14,Tuesday,4,2023-01,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,General,Y,Y,Resolved,3.0,168.0,3.0,49.0,220.0,60.0,Y,N,N,4.0,59.2
CC02008,2023-04-26 13:02:09,2023-04-26,13,Wednesday,17,2023-04,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Email,General,Y,N,Escalated,6.0,193.0,11.0,32.0,236.0,20.0,Y,N,Y,3.0,81.0
CC02009,2023-01-20 14:49:36,2023-01-20,14,Friday,3,2023-01,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Technical,Y,N,Callback Scheduled,24.0,228.0,61.0,35.0,324.0,60.0,Y,N,N,2.0,59.7
CC02010,2023-01-26 16:41:52,2023-01-26,16,Thursday,4,2023-01,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Email,Complaints,Y,N,Callback Scheduled,45.0,441.0,8.0,32.0,481.0,20.0,N,N,N,2.0,85.1
CC02011,2023-05-19 19:58:47,2023-05-19,19,Friday,20,2023-05,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Technical,Y,N,Escalated,10.0,332.0,114.0,32.0,478.0,60.0,Y,N,Y,4.0,47.2
CC02012,2023-06-13 15:58:57,2023-06-13,15,Tuesday,24,2023-06,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,Sales,Y,Y,Resolved,27.0,323.0,27.0,45.0,395.0,60.0,Y,N,N,4.0,79.8
CC02013,2023-02-21 16:40:46,2023-02-21,16,Tuesday,8,2023-02,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,Retention,Y,Y,Resolved,11.0,484.0,5.0,49.0,538.0,60.0,Y,N,N,3.0,87.2
CC02014,2023-02-28 13:47:01,2023-02-28,13,Tuesday,9,2023-02,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,Technical,Y,N,Escalated,75.0,406.0,43.0,47.0,496.0,60.0,N,N,N,3.0,65.7
CC02015,2023-03-23 19:08:53,2023-03-23,19,Thursday,12,2023-03,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Chat,Billing,Y,N,Callback Scheduled,19.0,284.0,16.0,40.0,340.0,20.0,Y,Y,N,4.0,81.2
CC02016,2023-06-14 19:28:24,2023-06-14,19,Wednesday,24,2023-06,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Technical,N,N,Abandoned,,,,,,,,N,Y,,
CC02017,2023-02-17 11:15:13,2023-02-17,11,Friday,7,2023-02,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Chat,Sales,Y,Y,Resolved,3.0,243.0,5.0,17.0,265.0,20.0,Y,N,N,3.0,63.1
CC02018,2023-05-11 15:35:55,2023-05-11,15,Thursday,19,2023-05,AGT010,James Park,Beta,Morning,Lead,7.2,Chat,Technical,Y,Y,Resolved,145.0,348.0,7.0,35.0,390.0,20.0,N,N,N,3.0,60.5
CC02019,2023-03-17 14:09:30,2023-03-17,14,Friday,11,2023-03,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,General,N,N,Abandoned,,,,,,,,N,Y,,
CC02020,2023-05-29 12:12:13,2023-05-29,12,Monday,22,2023-05,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Complaints,Y,Y,Resolved,15.0,251.0,11.0,27.0,289.0,60.0,Y,N,Y,2.0,83.5
CC02021,2023-06-05 10:28:01,2023-06-05,10,Monday,23,2023-06,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Chat,Technical,Y,Y,Resolved,4.0,294.0,38.0,48.0,380.0,20.0,Y,N,Y,3.0,81.3
CC02022,2023-04-07 10:41:25,2023-04-07,10,Friday,14,2023-04,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Chat,General,Y,Y,Resolved,62.0,148.0,1.0,60.0,209.0,20.0,N,N,N,3.0,68.7
CC02023,2023-04-25 15:15:55,2023-04-25,15,Tuesday,17,2023-04,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Chat,General,Y,N,Callback Scheduled,79.0,110.0,40.0,71.0,221.0,20.0,N,N,N,2.0,71.2
CC02024,2023-01-13 09:50:04,2023-01-13,9,Friday,2,2023-01,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Billing,Y,Y,Resolved,37.0,289.0,75.0,56.0,420.0,60.0,Y,N,N,5.0,59.4
CC02025,2023-01-19 17:54:05,2023-01-19,17,Thursday,3,2023-01,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Complaints,Y,Y,Resolved,9.0,533.0,48.0,40.0,621.0,60.0,Y,N,N,3.0,61.9
CC02026,2023-02-23 11:19:53,2023-02-23,11,Thursday,8,2023-02,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Sales,Y,Y,Resolved,38.0,331.0,2.0,35.0,368.0,60.0,Y,N,N,3.0,100.0
CC02027,2023-06-09 19:21:45,2023-06-09,19,Friday,23,2023-06,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Technical,Y,Y,Resolved,28.0,407.0,16.0,73.0,496.0,60.0,Y,N,N,3.0,64.0
CC02028,2023-02-27 14:10:26,2023-02-27,14,Monday,9,2023-02,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Complaints,N,N,Abandoned,,,,,,,,N,Y,,
CC02029,2023-06-19 21:17:44,2023-06-19,21,Monday,25,2023-06,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Email,Technical,Y,Y,Resolved,53.0,379.0,53.0,43.0,475.0,20.0,N,N,N,4.0,97.1
CC02030,2023-02-22 15:06:48,2023-02-22,15,Wednesday,8,2023-02,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Complaints,Y,N,Callback Scheduled,4.0,483.0,91.0,29.0,603.0,60.0,Y,N,N,4.0,89.3
CC02031,2023-01-09 20:44:52,2023-01-09,20,Monday,2,2023-01,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Phone,Technical,Y,N,Callback Scheduled,16.0,221.0,1.0,61.0,283.0,60.0,Y,Y,N,2.0,73.9
CC02032,2023-01-09 19:42:36,2023-01-09,19,Monday,2,2023-01,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Phone,Technical,Y,Y,Resolved,74.0,401.0,5.0,36.0,442.0,60.0,N,N,N,5.0,91.9
CC02033,2023-05-12 09:11:08,2023-05-12,9,Friday,19,2023-05,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Chat,General,Y,Y,Resolved,37.0,132.0,6.0,56.0,194.0,20.0,N,N,N,3.0,83.6
CC02034,2023-02-09 11:40:20,2023-02-09,11,Thursday,6,2023-02,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,General,N,N,Abandoned,,,,,,,,N,Y,,
CC02035,2023-05-08 19:01:39,2023-05-08,19,Monday,19,2023-05,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Email,Technical,Y,N,Escalated,84.0,209.0,18.0,32.0,259.0,20.0,N,N,Y,4.0,74.2
CC02036,2023-03-10 16:33:57,2023-03-10,16,Friday,10,2023-03,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Email,Technical,Y,Y,Resolved,8.0,242.0,61.0,40.0,343.0,20.0,Y,N,N,3.0,69.2
CC02037,2023-01-19 11:44:19,2023-01-19,11,Thursday,3,2023-01,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,Retention,N,N,Abandoned,,,,,,,,N,Y,,
CC02038,2023-04-07 19:42:05,2023-04-07,19,Friday,14,2023-04,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC02039,2023-01-04 12:19:24,2023-01-04,12,Wednesday,1,2023-01,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Technical,Y,Y,Resolved,14.0,273.0,36.0,35.0,344.0,60.0,Y,N,N,4.0,69.4
CC02040,2023-04-07 18:21:23,2023-04-07,18,Friday,14,2023-04,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Email,Complaints,Y,N,Transferred,90.0,273.0,47.0,46.0,366.0,20.0,N,N,Y,2.0,68.7
CC02041,2023-05-03 17:22:46,2023-05-03,17,Wednesday,18,2023-05,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Phone,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC02042,2023-01-31 19:58:42,2023-01-31,19,Tuesday,5,2023-01,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,General,Y,Y,Resolved,84.0,247.0,6.0,70.0,323.0,60.0,N,N,N,5.0,70.4
CC02043,2023-02-10 12:51:08,2023-02-10,12,Friday,6,2023-02,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Email,Billing,Y,Y,Resolved,84.0,259.0,50.0,59.0,368.0,20.0,N,Y,N,3.0,71.1
CC02044,2023-05-15 09:09:36,2023-05-15,9,Monday,20,2023-05,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Email,General,N,N,Abandoned,,,,,,,,N,Y,,
CC02045,2023-01-04 12:47:51,2023-01-04,12,Wednesday,1,2023-01,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Complaints,Y,Y,Resolved,21.0,406.0,9.0,54.0,469.0,60.0,Y,N,N,3.0,86.0
CC02046,2023-06-14 13:50:42,2023-06-14,13,Wednesday,24,2023-06,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC02047,2023-03-14 09:11:05,2023-03-14,9,Tuesday,11,2023-03,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Chat,Billing,Y,N,Callback Scheduled,51.0,249.0,7.0,20.0,276.0,20.0,N,N,N,4.0,71.4
CC02048,2023-03-16 08:45:05,2023-03-16,8,Thursday,11,2023-03,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Sales,Y,Y,Resolved,25.0,233.0,88.0,47.0,368.0,60.0,Y,N,N,5.0,76.3
CC02049,2023-03-13 15:38:45,2023-03-13,15,Monday,11,2023-03,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Technical,N,N,Abandoned,,,,,,,,N,Y,,
CC02050,2023-01-23 15:11:32,2023-01-23,15,Monday,4,2023-01,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Billing,Y,Y,Resolved,4.0,137.0,18.0,61.0,216.0,60.0,Y,N,N,5.0,71.7
CC02051,2023-02-21 11:44:07,2023-02-21,11,Tuesday,8,2023-02,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Chat,Billing,Y,Y,Resolved,17.0,188.0,55.0,26.0,269.0,20.0,Y,N,N,4.0,73.8
CC02052,2023-04-26 11:10:25,2023-04-26,11,Wednesday,17,2023-04,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Chat,Sales,Y,N,Callback Scheduled,109.0,259.0,16.0,52.0,327.0,20.0,N,N,N,3.0,82.8
CC02053,2023-04-13 17:27:16,2023-04-13,17,Thursday,15,2023-04,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Email,General,Y,Y,Resolved,8.0,217.0,57.0,72.0,346.0,20.0,Y,N,Y,3.0,85.7
CC02054,2023-03-31 18:48:10,2023-03-31,18,Friday,13,2023-03,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,Billing,Y,N,Escalated,63.0,165.0,23.0,36.0,224.0,60.0,N,N,N,2.0,66.2
CC02055,2023-06-05 09:43:48,2023-06-05,9,Monday,23,2023-06,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Email,Technical,Y,N,Voicemail Left,3.0,376.0,4.0,59.0,439.0,20.0,Y,N,N,3.0,100.0
CC02056,2023-04-25 13:44:43,2023-04-25,13,Tuesday,17,2023-04,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Chat,Retention,Y,Y,Resolved,14.0,455.0,27.0,37.0,519.0,20.0,Y,N,N,4.0,61.9
CC02057,2023-04-25 19:22:47,2023-04-25,19,Tuesday,17,2023-04,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Email,Technical,Y,Y,Resolved,21.0,357.0,119.0,45.0,521.0,20.0,N,N,N,3.0,74.9
CC02058,2023-06-26 17:34:47,2023-06-26,17,Monday,26,2023-06,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Sales,Y,Y,Resolved,6.0,283.0,9.0,54.0,346.0,60.0,Y,N,N,4.0,57.8
CC02059,2023-05-08 14:29:56,2023-05-08,14,Monday,19,2023-05,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Complaints,Y,Y,Resolved,96.0,220.0,122.0,37.0,379.0,60.0,N,N,N,4.0,69.6
CC02060,2023-05-25 19:55:57,2023-05-25,19,Thursday,21,2023-05,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Billing,Y,Y,Resolved,25.0,227.0,46.0,30.0,303.0,60.0,Y,N,N,5.0,51.8
CC02061,2023-05-18 14:01:55,2023-05-18,14,Thursday,20,2023-05,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,Technical,Y,Y,Resolved,94.0,178.0,10.0,53.0,241.0,60.0,N,N,N,3.0,83.2
CC02062,2023-02-23 14:23:00,2023-02-23,14,Thursday,8,2023-02,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,General,N,N,Abandoned,,,,,,,,N,Y,,
CC02063,2023-02-23 10:13:06,2023-02-23,10,Thursday,8,2023-02,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,Technical,Y,N,Escalated,18.0,240.0,16.0,42.0,298.0,60.0,Y,N,N,4.0,84.8
CC02064,2023-06-28 14:10:19,2023-06-28,14,Wednesday,26,2023-06,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Email,Complaints,Y,N,Escalated,30.0,431.0,25.0,42.0,498.0,20.0,N,N,N,1.0,70.9
CC02065,2023-06-28 14:27:54,2023-06-28,14,Wednesday,26,2023-06,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Retention,Y,N,Escalated,53.0,484.0,88.0,35.0,607.0,60.0,Y,N,N,2.0,55.8
CC02066,2023-01-25 13:45:30,2023-01-25,13,Wednesday,4,2023-01,AGT010,James Park,Beta,Morning,Lead,7.2,Chat,Billing,Y,Y,Resolved,117.0,313.0,1.0,89.0,403.0,20.0,N,N,N,3.0,46.9
CC02067,2023-06-27 22:13:26,2023-06-27,22,Tuesday,26,2023-06,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,Retention,Y,Y,Resolved,17.0,384.0,1.0,50.0,435.0,60.0,Y,N,N,3.0,64.2
CC02068,2023-05-02 12:43:39,2023-05-02,12,Tuesday,18,2023-05,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Billing,Y,Y,Resolved,4.0,241.0,76.0,27.0,344.0,60.0,Y,N,N,4.0,78.8
CC02069,2023-04-12 13:46:23,2023-04-12,13,Wednesday,15,2023-04,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Email,Complaints,Y,Y,Resolved,8.0,160.0,17.0,57.0,234.0,20.0,Y,Y,N,3.0,65.2
CC02070,2023-06-20 13:01:28,2023-06-20,13,Tuesday,25,2023-06,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,Technical,Y,Y,Resolved,16.0,316.0,4.0,59.0,379.0,60.0,Y,Y,N,3.0,73.0
CC02071,2023-03-24 13:40:58,2023-03-24,13,Friday,12,2023-03,AGT010,James Park,Beta,Morning,Lead,7.2,Email,Technical,Y,N,Escalated,39.0,218.0,12.0,51.0,281.0,20.0,N,N,N,4.0,75.3
CC02072,2023-04-28 15:57:08,2023-04-28,15,Friday,17,2023-04,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Social,General,Y,Y,Resolved,84.0,278.0,97.0,55.0,430.0,60.0,N,N,N,4.0,72.0
CC02073,2023-03-23 21:37:39,2023-03-23,21,Thursday,12,2023-03,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,General,Y,Y,Resolved,3.0,64.0,37.0,37.0,138.0,60.0,Y,N,N,3.0,69.2
CC02074,2023-06-19 16:20:32,2023-06-19,16,Monday,25,2023-06,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Email,Technical,Y,Y,Resolved,262.0,411.0,15.0,69.0,495.0,20.0,N,N,N,2.0,75.7
CC02075,2023-04-26 09:33:31,2023-04-26,9,Wednesday,17,2023-04,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Complaints,Y,Y,Resolved,93.0,211.0,26.0,44.0,281.0,60.0,N,N,Y,3.0,59.6
CC02076,2023-04-06 09:28:24,2023-04-06,9,Thursday,14,2023-04,AGT010,James Park,Beta,Morning,Lead,7.2,Chat,General,Y,N,Escalated,3.0,236.0,1.0,64.0,301.0,20.0,Y,N,N,3.0,72.0
CC02077,2023-01-23 15:15:14,2023-01-23,15,Monday,4,2023-01,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Chat,Technical,Y,Y,Resolved,130.0,329.0,19.0,57.0,405.0,20.0,N,N,N,2.0,92.7
CC02078,2023-06-22 14:50:17,2023-06-22,14,Thursday,25,2023-06,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Social,Technical,Y,Y,Resolved,5.0,324.0,47.0,35.0,406.0,60.0,Y,N,N,5.0,84.9
CC02079,2023-03-14 15:59:38,2023-03-14,15,Tuesday,11,2023-03,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Chat,Technical,Y,N,Escalated,68.0,369.0,28.0,47.0,444.0,20.0,N,N,N,3.0,100.0
CC02080,2023-06-30 12:15:50,2023-06-30,12,Friday,26,2023-06,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,General,Y,Y,Resolved,18.0,187.0,64.0,22.0,273.0,60.0,Y,N,N,5.0,71.9
CC02081,2023-04-18 16:13:09,2023-04-18,16,Tuesday,16,2023-04,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC02082,2023-05-31 09:23:29,2023-05-31,9,Wednesday,22,2023-05,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Chat,Retention,Y,N,Callback Scheduled,50.0,405.0,101.0,6.0,512.0,20.0,N,N,N,3.0,86.2
CC02083,2023-02-27 19:48:20,2023-02-27,19,Monday,9,2023-02,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,Technical,Y,Y,Resolved,66.0,356.0,13.0,60.0,429.0,60.0,N,N,N,4.0,85.1
CC02084,2023-06-13 16:10:37,2023-06-13,16,Tuesday,24,2023-06,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Retention,Y,N,Escalated,210.0,298.0,20.0,6.0,324.0,60.0,N,N,Y,4.0,86.3
CC02085,2023-06-21 17:09:20,2023-06-21,17,Wednesday,25,2023-06,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Email,Technical,N,N,Abandoned,,,,,,,,N,Y,,
CC02086,2023-06-06 13:25:11,2023-06-06,13,Tuesday,23,2023-06,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,General,N,N,Abandoned,,,,,,,,N,Y,,
CC02087,2023-04-12 13:36:48,2023-04-12,13,Wednesday,15,2023-04,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Chat,Complaints,N,N,Abandoned,,,,,,,,N,Y,,
